receiverAddress,Username,Degen
0xb6f6dce6000ca88cc936b450cedb16a5c15f157f,nonlinear.eth,13.40
0x0a8138c495cd47367e635b94feb7612a230221a4,heresmy,58.33
0xe943ca883ef3294e0fc55a1a14591abead1b5927,cojo.eth,98.67
0x830540b0750350b0e17c377c1cc56b19b7af4885,demonego,103.86
0x6aecf5c79c3d5cd028e2fd9c616ac5d2ac81f01d,gold-y,6.89
0x762b89823df69b711c35b737acb0660456720921,sebaspastor,10.35
0xc0a189f965c5a9c3dcee80b2614e770d4c613cb7,stuz0r,74.06
0x11bc6e6e4739c24332c5d384f939f2da3c06b130,drakhonen.eth,6.70
0xcda919f602b54d975e7e7a2d6d95911a56a4180c,babytomato.eth,35.02
0x337839612def7463bf9d64c9887c8e1ffd4c3886,markfishman,17.26
0xb193aba66ecd08e0ced5eec433aba8c7012d5b17,nkrasnovajr,73.84
0xe120adfc210eccd020f553ea4328b3fbf89c0e17,pliskot,3.35
0x45698cdcc733cba4f8b1150c2f580587adf1df92,wake.eth,20.11
0x78288587be28b78befee7923423be6384b4e3b4e,mintclub,106.50
0x849151d7d0bf1f34b70d5cad5149d28cc2308bf1,jessepollak,434.27
0x888bbb72d1eeafe4af685bf34522d632bf1ac3bd,joain,268.44
0x7ab125904af75823858bdc7259a08b581999c0ae,smnta,50.56
0x081c7f89dffc2f618a0f4347c06fdf70f52e6510,kaloh,27.42
0x1916db2419f06a5e351df2e7eb376caa9c424c7f,fyodor74,3.44
0xcf14adefac23a88e24d6f158eccd1c04b27f5658,yth,79.74
0x4f670f80357ffc51cb49d04fe55aa52baf102c47,profkavosh,101.81
0x6eb6e110b902c101f9ebef428fad9a29c89664d8,mohimohi2121,3.36
0x1d0ef68a85e7e1f461775aadd08d5eb771287441,antwoman,361.84
0x6fef965fe935ebe7c569176c857e1b5e5ee8c34b,jeffjordan,276.64
0x55045da52be49461af91a235e4303d4a9b2312ae,martin,3.35
0x6c0d1ed9dbcf23ef4af36d1ea621aa643cc31dc8,3irka.eth,103.40
0x75afacac743769c517726064722737d75bb501e4,ginyo,17.11
0x8eb48f7dcc00655e931fde29beaa3311021438f9,hopi,3.35
0xf4fbeb69d97bb99e02eb48177aa319d014a17e71,paul-prudence,20.20
0xb87f0856a16033ef36298a5f2f8d0649c0802fd4,shuk007.eth,3.44
0xa05d122e807b28e9029df8ae61539579ea517a04,degencummunist.eth,20.58
0xb15777be63bd2b43d376269b8323de98f7d7f2d5,mazmhussain,69.14
0x207b7f527afa75cb9345dfe08744da340123e267,paulissonmiura,70.48
0x54ad158eec82476d2f957924d714ec7abfc3aa47,smokingfrog.eth,6.70
0x38a75d96ef49edbc21dba45f57c05566c9b192d9,atenajafari,241.73
0xc28396b745db69c5de551cea90af050126981bac,proharry,143.38
0xb34141ab53f1b17b8d58dc9fe46e15d00a91f378,subhrojitdey,69.11
0x08e0a3e752d1338c0f02b986b9504f1009a962ca,jeffmihaly,275.25
0x980cd99311f3b3264f5dfdce33d204a8d6d492e4,if,51.78
0x4d76a3e5a55f843ab7d4fb50e5ae194817720e6e,brooksgallery,382.26
0xad77f6e6c427ed0f66349820317217a2092b7220,burrrrrberry,218.65
0x75076758e0983e9f50e57e749c93f48047991894,madox,100.10
0x6d1ee3d996198dd2092c66e5bd3ae3bb5d3b466a,neos88,51.90
0x80649c3771d0999ae97ff2895a9fc6d4c55fb79f,alemac,50.78
0x8bcb31e0d773c8f376f64e79e3f094ddfa677821,agnesededonato,64.00
0x286be4ec65521463524aff75788f7d0e3aa42ad0,v5mt,119.43
0x822ec855cc9f41b592622108e6f3565e976430c6,aaronrferguson.eth,90.50
0x6b803db6c2ed14256736d75fd3f805eb222c5eb8,kamellialahijani,79.07
0x407425cb78339f5cf3930e2cb26153dd7fd1f739,pouyaneth.eth,330.31
0xf9f8d730703693af2c114f7159d8f222caf82c5e,farrah,44.81
0xdc3bb7ebffa056fa67a6d3a5f1bcd96379b8b6d0,pierrepauze,3.36
0x0fba09a96fe32552f9bb374afe898d398360f96e,jeremie-nassif,46.92
0x97c1df715e16d7ddce8ed3920a6bc66e10b38098,sorinart,0.00
0x7fc53dfff734d7cb9f533154344e4d569a34f8e8,mariafynsknorup.eth,255.05
0x486752e4c8ab22f5abb1feb95abc7ce0a36473da,bubaviedma,16.75
0x2251534e5b1efb939c712599e162ff6adf1c3109,homohugh,90.71
0xa9ae80450e728734676ffc209014af4021ed1a7a,lukoart,3.44
0xb3ae363c083d2fdb4580733dc805b28f66f29d1f,wellzy,764.74
0x42b79f4279edf1c404c664fcfbbc6fa3f1d803a9,girl-ua,393.35
0x32bd5d883d63643f532e7fbe9e9aa89b29bb35c0,moranicol,33.80
0x653a776d88c29fe066962c098da806c72f2b47fe,odellhussey.eth,38.61
0xd8ef18493b795970a986e6d00cc451f0d6a9b17a,seneca,16.84
0xfbd39c29dbbbe1f3e563e2a8233262c29040efef,aviationdoctor.eth,264.80
0xdbee1cfa10d706ef868dd2dff97246cb6d73b530,brixbounty,6.70
0x3702205145fac0fb99a9b8bc61e33486c126f155,downshift.eth,143.60
0x86a35e57968f0d6591b1886594c6b7721fc96943,mich-tom,16.78
0x5f8b9b4541ecef965424f1db923806aad626add2,trish,3.35
0x88cb2891b8a3f02a0e3c42b8c910946f1e04d3ff,hroft,32.00
0x6c994eef6fdbee8bcff9016b7ce3a53b489ad155,nastya,6.70
0x219c302f70c6cc9f3aedfbead152c15d3d3a57f6,suffuze.eth,38.50
0x3ee75b599c076193b81885ca1838e560d268aad1,mattlee,120.05
0xbf89d145c35069be594230aba08e158371ca455e,bogatyrevaspace,3.44
0xa2746b2a56f9886925c03af1d1e10b8b3dfbbe29,bfg,92.69
0x5162c27cf9309e14111d52793422b6bcb6ae031e,itsfameta,37.08
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,linda,259.45
0xeb6803a087881a0b016e47e18480f5025f62b4c8,111iks,3.44
0xdcdbc62af7b9b3ad4dd3f122f5167ffbbe6d6077,lianaaa,1236.09
0xe14ca0632c5430abddd40ba077da5fba8821a950,kraken8.eth,1840.08
0x538527f3602acad78596f17b422fcf5613af1409,matthew,17.26
0xe978bdbc3347feb6ed10c9845bbdc298604f80ca,ace,57.27
0x9da6b5ad2fc347d4bf0a6e21bc69b7f5987a9153,khfrhn.eth,16.75
0x5cb6e6c521e1262e24a4004f012ae6529e61e30f,camilags,66.56
0x811a686c8f511fc7a152681601c54a63a5e0e624,fmmm10qe0,321.50
0x8e63f10eec41c086f40d2bdafc8e07a96128adb3,daojoan.eth,268.21
0xb5e21bf97476e654232793a5b69ddce5375071c4,quantum-co,13.47
0xb31faa5c1d581c70f4b6ed095c944936cbd2a357,arjantupan,76.41
0x063eb8adfebaf1b0e12b32161ba299e4bcc28215,selenaa,455.76
0xebd0f365ed9dd4546be18f77ab25ddcf44467417,decolife,24.60
0xede3a75aca635c531b6198c230f3da67949678fe,aneri,16.76
0xd984b81f72fb0c8a061d6a4019c6c5201ad9ceec,toobimoobi,16.75
0x199554ccb0c7e11a8c5275a41f3e61a92c235846,fuckcoolpussy.eth,73.81
0xf376935e9fdad72b9fba587a3a5b9ebd0c6fcdc9,zahrasalimi,202.13
0x6d0b3a3f613a65c9f9ac6809730d18ff709eb1d3,myujii,3.44
0xd275fa8933c6994e51a3337b65237800f4ba54c1,vinito,3.35
0x0d3c16f2d152373539610da87d231f4d78f73a35,duodomusica,207.48
0xbc3701dc3b342fc9e9bfa92b0aee6f3cbc468de2,serendipity,70.31
0xa88fe6fa01fcc112bb2164c6e37d63395b923e5f,eitzi.eth,70.31
0x7bb761891a041065f8af5c70e1f9e0906b31f16c,amayzingartistry,161.78
0xa360acf0d7a35b72f98a942b32fdeb4bdd34fcf8,ayta86,3.35
0xf58d4bcf9bf4d30334dfed66d5d4db63147979b1,entter,247.97
0x466cf4f9bdf6ace5bc7c016eb9aaac5f951a3b2f,reggie089,62.53
0x29930111ff12d3c75b5be8889568c5ad6a9d6cb1,jitz,16.75
0x36deec2038dbe61944d9f69724cf882a7f6817fb,yatima,128.04
0x20b07532f79bc11d4e44ac27f2088a71585ea4c1,sukisukidoodle,3.44
0x24c4bc81a02d5aa25585c1912e1f5fb0ca6688a3,mamaralic,49.27
0x19058b87cc3975b2dd7d01b6e95102ab9e1a2a72,vokes,58.33
0xc77d66286d8832112225de79717fbaac4727a901,yerbearserker,393.76
0xe143537ff9ab74e3dcf07bb36a284a64dc38d1d6,illgrd,3.71
0x0a5bffc28ca3a0802fafbf6885473f4e5b45f693,murdo,52.73
0x88d0e89e7f502aa49a564b683e19089c771776c3,sayangel,233.43
0xa312a2a835bdcda893020ce23871470ffd26b990,bitfloorsghost.eth,406.35
0x0bb31efb4dd3107bc3c35e9a4a85d4a86157fe49,richardleighton,76.50
0xb82764654369ace610fea04e2fe9f1942ff53ae0,andregora,20.20
0x6d35862e430deb5cc8e7dd2635aec5f71d084e8a,rvlsky,16.84
0x6991290b18ff342aa758bcac68c171d9fc77ebbd,geoffgolberg,136.66
0x0795d2174c16de308af000f9e428784018c092b2,octant,87.08
0x09b2f0988b6d24336b348c84c2764d2b4f85142f,trupty,20.20
0xd45b1f5bd0bab33e4f13bbd2c1c9522d5e69dcbf,luka,35.14
0xfe825766ae68ab3780fa2ebdb64f84e68dd7dbc0,jenson,157.93
0xc925bd0e839e8e22a7ddebe7f4c21b187deec358,talent,94.04
0xcfe48d201c7f98c4c548e05face458195afc3f45,studio-captain,23.55
0xe483f7c09b4707e423f621c0d7453fb2c7eabc03,hustletrees,121.88
0x7e37c3a9349227b60503ddb1574a76d10c6bc48e,dylsteck.eth,23.46
0x2c9a77cd8de055ffdbe8721431a7dd5064a480b0,hammallama.eth,35.14
0x2cb5ae51861a4a6e8568b527cafc3891317ac94d,fredwilson.eth,16.75
0x6ea4e2d5667e7d8cf5052383bfd09db548d2ec3e,sttsm,35.14
0xf54fe7f5f0f8d13ce9b685b8ad167b466b637f0d,typo,3.36
0x0671aec56bc2e358448162677bd110d673cd2937,klusya,85.30
0x496505251a17845a2714a0d89e91475dc1d79b30,basement5k.eth,16.75
0x0c05c7e20ae245ad9f8f2a3af8e729c1ef5b6b77,rodeodotclub,6.71
0x90e3b67da3cace2349855dcd2b695ad1b370aa4b,karenjerzyk,6.73
0xb27441903ad95e2c1edf8214f9b07d6a02d5a3dc,saniko,287.45
0x297dfb149c57bdaaea714d239a6b76bb93725a68,sevenoceans,96.43
0x012c6934d9e8e1422a48af53948754b58f373169,psr,19.08
0x211f656b82e254cfb2ec42bc89086ec9cb350c5e,elbi,85.30
0xafc1c269627689ee17ae69f7b76965aca51142df,luluxxx,67.15
0x6a2f6c4c10c8af0f0eee8eea8b7859c2a6000902,abeg007.eth,70.50
0x4e86879d0f0e66cb4354f178d6e44063eac90c7a,stulka,134.85
0x3c515f7776f41ffc9df45a4bbd515c85e21aba62,siadude,727.16
0x6ad517b0f8d01ee116711a0d1c97e0ec69096602,greenginger,20.22
0x4c2d965fabf61006cba206e4bb2148b664a66adb,wessel,51.90
0xc068187ce296c872552c3e6cf788c6e65c37ce81,igortsvetkov,20.22
0xda22919e01e249ba4c96dba46bee29e4981835fc,darrylyeo,3.35
0x8cefc14e0589666db051a9ebd90ed3972f71c90a,olystuart,6.73
0xc691ac712df9ddf5ae49dfe7bf82c291b59d9af4,iteration,64.05
0xfea8a0c6daeeb1f150c0694aa214224e47a9b8d7,katka,3.35
0x714ddbb04e678528fe56fd664bc139fd18ce5408,ronwest,6.70
0xbeadc48b319aa4349fa29afa5e9e88f44470349c,hoshicameron,3.44
0x7ad252facf5f1115b22ea0a4d63e8770573d78a2,tldr,114.47
0xabb485fdc925dc375b5d095a30fcae7f136fd007,0xdesigner,23.46
0x0c32f7759b0f9035a7cd74238abc398a7e90a23e,pelicia,141.19
0x3e6dcb5c3c690adc7625dbcb72032e94a05eb545,imthedude,83.98
0xceed9585854f12f81a0103861b83b995a64ad915,nounishprof,653.26
0x8895062e259e3fa52662403dd9e1558b017179bb,jam,3.35
0x2c4469d16a86989c15741fb13ad583166ef0895a,mlibty,164.61
0x380d89b06a1a596a2c4f788daaabc2dcc6493888,svvvg3.eth,353.53
0x2405404d434c42056802ebcabdfa1d6991c7d17f,zwillow,98.05
0x2a9c2298341ff92d2ebfa04396b7df34964ae64a,degengate,3.35
0x954e28580e05acdab8782091bc99a4ae96c72de7,entman,424.50
0x3c2550ddb9294c21d209999bdaa15f8249d0c161,0xdariush,35.44
0xd956fe0b4e5a0f6edf0c91699c5245c961f86371,lovemiso,12.80
0x44b1b486ce8d9c82f605626347a7b1f74add11de,six,40.41
0xf2a539fd5d19a7450da182240e005de16b169b75,connectedoom,123.24
0x3ad226427d6c1d8a53fb1948efcd7a98890fe8c1,mantine.eth,23.46
0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,toadyhawk.eth,229.95
0xe40a2a4c6dfc11f40f2bee39a3785f2c33c1d33b,tomato.eth,3.36
0x4b288b23e3bdbbdc5632e5c31006c7f9a7355591,hades,13.40
0xb5292bb264b19eb7fafd054236ee2f2ee4509d8e,dredogue,35.44
0xc1ab0fa13fa17ab1492aa0867f0c89627e9c0ee7,ozlemcnr77,3.44
0xdd8d8eaa44ee3c52b4422f3b33eb30877bea2bff,diegostig1838,20.22
0xd3d2f7704fe3836c7ce3b91e45e727368361d911,kitana,3.35
0x0b3004bd9a1d39fa30cb138e7ac4ef3467b3c029,katonika,3.35
0xc1d040b7ebcc0a571d9e2d54e10bd04c505e7d37,badgerdnft.eth,35.14
0x2e70f8a381efd5142474e8ce61fa3d05d3ce0576,tch,20.11
0x3fe26b17878edfc17d157a765a0817dc18c11f8e,kenzodabarra,52.73
0x9652721d02b9db43f4311102820158abb4ecc95b,base,20.11
0x0854c079dd0e87a6b3a9074354b8440899091174,nubianzim,16.75
0xc0e382db62b26023e92bd5a104fb583a69333e09,fredha,52.73
0x4d940b31dee0db0ce75af30878d9ce30dc7bd109,horsefacts.eth,90.11
0x64e5b9109ecaab9906642a34aa1d06f9e29ceb67,carla5562,325.91
0x6046d412b45dace6c963c7c3c892ad951ec97e57,renatov.eth,74.09
0x7eb341eae76e89ca28e285552e8613d3ea3c37a8,rosekeyes,442.62
0xa9fd03e154e1b3cbe88f1b515e7ebdab2d640b60,jvaleska.eth,41.73
0xdb2135dfde06a81f47c27f70f004aaaa858cb7d6,vito4ka.eth,967.71
0xb70399fc376c1b3cf3493556d2f14942323ef44f,edit,26.81
0xef7e08b53fe4ec12d8a27ab3aac9fdacf6d6a739,miromiro,91.69
0xe47ed204b63adfb80c90082c088fc2a430f9a558,jalleo,54.32
0xb5aa9fa06bf6bc1ccabdb76ac7473264ab31e974,panah,431.12
0x53bf36561a9c63c2b06372e9329c966f76d74b1b,freymon.eth,6.70
0x310727f5b7af5635521889b1548f2307175720c1,davebrights,35.14
0xce4eb76664210426e900c20d4a3741a6b0f64855,cassie,6.71
0xe8eef01f7ac236fcefb3260f445a006f5658054c,bethanymarz,35.14
0x5041fc8ff3ecffcc0644220401090e921e272b77,kunalvg,20.11
0x0e45464d8300000427ccbaa7cefd91bfcba48bd8,liz17,51.18
0x75e5162644fca0392cce7dc6fe20f35e362ca8bb,chinmay.eth,16.75
0xe5cff0c28d007b53de23881ac5fd8686e55a3426,visiophone,12.80
0x4cc1a03191ddf0c39d82098f059ef3412113a36e,viha,92.66
0x658884c6be7a46cc14229c7646a57c9e049f4a6a,soulthesea,70.31
0x90fd357446ee067b7a69a8c042e5648554d5d063,juanitobjkt,20.72
0x2f0d1767a1de48f7328985c9915b85341418e901,isakost,3.36
0x8469b7b08d30c63fea3a248a198de9d634b63d70,empresstrash,33.65
0x19ce57b670121e73e43be6c2fea5c254bb4c8760,cameron,76.20
0xdd1865171d0a738a83b3f690c428f312d82f1694,amada,400.71
0x2b8c2e98b13df3db73deb22fefde064976bbd743,lunamarsh,16.75
0xc8aeb4c273583befce25cbc2a6d4a5c33e67d308,adam-,23.46
0x2e5e1d7d74d17c5ab0376ca1d99cbc5619607672,vlady,128.93
0xfa205120907585d2c46214beb2f27bc496e4235d,taylorwebb.eth,16.75
0xb30c415a850477bb86e16410cd30865470ef9165,strano.eth,6.73
0x0d4f1241c6854e6f9d99d404807001cd1cc5d0aa,djiva,16.75
0x2bbcac12706b47428664d553af33caf33684ef31,luciano,56.98
0x49017da82eaac5cbee6b008c4f5c1521467518ca,futureartist,3.35
0xaa1a812edda262afcd0a48f6ed7b55310a63a737,dre9889,35.14
0xdfeddc98ae6edcb5f63178a8589f41b6477f6c42,zoo,3.35
0x90e06d2d9705c181bad2a4e7c3dca13631a6f479,dr1ve,140.65
0xbca630749a76c4dc418fe4d6cb7ed7a56046e686,schorn.eth,3.35
0x36f1dc06cf03ac88f62dd39534746e3233fdcfbc,eljuniordiaz.eth,121.85
0x8ce92c44b81d6b7366a66f25bbf078bfd78829d2,brycekrispy.eth,159.95
0x2262d4288f35b75831f0b132a7b1fcf719430274,mferones,86.95
0x59e65e3ba06eb96154a9098dcd4a0d4b24a9c6f8,rebeccarose,35.14
0xb642b7b23c84ddc446dc364b1f714cee6bfd0908,jdotfinn,16.75
0xc7a0d765c3af6e2710ba05a56c5e2ca190c2e11e,drewcoffman.eth,38.50
0x73605779985a11b8fe32e6ed5ae5f249ffd0d7f0,ryanannett5,69.16
0x4133c79e575591b6c380c233fffb47a13348de86,kompreni,54.34
0x3be81802f0875ca7e76577b97a087637d87c3eee,chrisdom,3.35
0xd690d079fe52f81f0bab867a9a62016f4675f23a,artbase,109.42
0xf6fa9498008b748054c6a0dba7dc87b91d76d08d,impactbot,33.58
0x21ad80007ada4059d8abde6a0142142ec6a89096,showan,209.48
0xbb0736dab65078c1a8f679a01de2438ccca8f4c1,heavygweit,189.92
0x3cc1a943b27c2af7c6dcf3be0137f66c2f22e712,esdotge.eth,37.06
0x5a927ac639636e534b678e81768ca19e2c6280b7,rish,43.66
0x38af93c1cfca78f5ae5867b1c3133d68b50feaca,chancey-project,58.33
0x21808ee320edf64c019a6bb0f7e4bfb3d62f06ec,cashlessman.eth,34.54
0x4108db02be5e033b208fb6d742439ca8dd6105aa,julianmia,20.48
0x597d092a03e54beccb15069ba7a1ff8ced669ef0,tanyarock,20.72
0xcf0b2a0f72cdec1cd04f760807164346b6f7e7a2,aart,32.00
0x56e0072b934ff08ed36cb42b8148905504efb9fb,atnsarts.eth,33.70
0x6fd6afe08202d7aefdf533ee44dc0e62941c4b22,maxcapacity.eth,52.73
0xdb6be5dd2af1a2587fdb8ed070cf217610e35c47,darknesscreature,64.00
0x62d7dca637e12c89a09fe39ee8c459f130928864,michaelmicasso,161.53
0x3d5e9077ef8f9c6b0e10d6c62c1a022a49675cc3,jessyjeanne,10.14
0x41d1f13ea5ce358559268c8c5d1695d8549ac37b,luckyjerry,105.49
0xd76ff76ac8019c99237bde08d7c39dab5481bed2,itsbasil,117.81
0xbe217dfde84ae12fcd3dc14f7b5d288751a90b2e,bbobby,81.00
0x3db4b7eb30509c4b132a1f98c908ef51564b90b7,kaveh-art,1370.74
0x5d2b7f517ea0c3a68e58c32f97b2b2c080ea3d6f,blankspace,32.00
0x6420f508974f0c85378a1ce0fd0656de2178f675,parinazm,64.06
0x409538216575caefe49af5af9b12ef4b4496041b,arsalang75523,3.35
0xda46696c9de358a9f17f5d8ad5bea9ac12eef348,pushix,16.75
0x7e27b766d9c2d3e5c45a450a065f2cfcfbbfe631,mostafa1992,106.94
0x5f3bc22b5b73945eb611c52d1081b0fc9326539e,aghasiani,127.61
0x561fad59c0f31f36ed9fe8d560ea770a6d5abb32,garyweinstein,337.56
0x018b6ac2a1a9e9008d62f555cc464c4f2949dc90,marialee,16.84
0x8f54cb6f55e3b524d80a6833a32843049281984f,krtashin,113.56
0x68b2a2ea4cf4e8b1a6f29ddaa3cfe5d86520c34d,irinaliakh,76.54
0x612bd7ca04ba15e1ee37d52643a2f8321226df38,askgina.eth,16.75
0xf86a7a5b7c703b1fd8d93c500ac4cc75b67477f0,v,383.89
0x0de290f9717764641b9694c246338a477cff9543,commstark,3.35
0x26b4c08af698ed072738ab141412958e484c15a0,ffmec,0.36
0x18e2b1ce3ace7ddada703eb07e73e40e9dedd622,alenkamosina,38.01
0x1a49138ccb61c50d72a44a299f6c74c690f6c67f,p3tra,0.00
0xcf59f1984e9d482584eafa8e2304be4e2d4daba0,idflood,98.63
0xed21916027ac5a8ef78897c54d8522e2abadab86,diamondd,10.35
0x616085430dbe7720e58dbb139436ef85d06de799,dennis-chilas,3.44
0xf424a0afc1145b45c547366534c8cf62d80fb8d3,sanjnasankar,60.24
0xff1beb7606b9d33da646d8dc7844ff364ddfb9ba,ladan8004,294.50
0x2f0c4fa1cdc9ac0cf1766d4306b58f6fe1248237,disemino,58.33
0xf4dde971cf4ab785188df38471c349cb8c0873d8,zhouzeliang,3.44
0xa6bcb89f21e0bf71e08ded426c142757791e17cf,cybershakti,16.75
0x4501457c36ae0647cd43a1a81ea4e9e69604215f,kohta,16.75
0x79245f258f990dc5f31bcaec4464ef356f4e40e7,cherrycarry,3.35
0x171446b041c6683e5f138b8a3f263bbffb8ee74a,duaneking,20.11
0x5ccdb949c83ae7e6247333d2d69d31bfb1edb4e5,designus,108.72
0xbc57373c9b99524f6300664e2602a0427a9ec0db,degenfans,67.04
0xe27fb80eb6de874587b533d61dc265ba168d860c,ahn.eth,35.14
0x6de1126102156242e0942b1fae3158ee4e81c713,iashish.eth,10.05
0xb6fba009c0dc55f4ad3b2109000f64862db293ab,chanzy10,35.14
0x641844cad17bd8e707475a884dbf9405e0f27336,javabu.eth,23.46
0x8036bb84031e60a1bac93078c0e59bbd5e485db9,miguelgarest.eth,454.04
0x9c9398f6f9ab0ba5405f0b192c57c967bb44b057,nothing,95.15
0x3d280fde2ddb59323c891cf30995e1862510342f,seb,33.70
0x99999990d598b918799f38163204bbc30611b6b6,ciniz,87.14
0xc181ff30f22f85bc42c4287be492d69c184c3867,hamzaartistry,34.42
0x224c13de4ce1d348bb3c67da8ffc8e3ac8405d6d,minako,16.75
0xc8d159f9a0d7299ea37aaef081cd3384f86557ad,koi555,3.35
0xb2ff5537352b36f05be20cfc4c46f3f3b65e70ab,shimbil,34.35
0xb3866e0292d10ee4bf69534479b5113697d1c681,eclecticmethod,268.45
0x547a2e8d97dc99be21e509fa93c4fa5dd76b8ed0,lght.eth,56.98
0x1964923a14701b45f2e36ff39fb19f40749eb011,compusophy,233.43
0x4d85e4f760fb58e380f02657ae5aafb8bd010601,thumbsup.eth,6.70
0xd8da6bf26964af9d7eed9e03e53415d37aa96045,vitalik.eth,3.36
0x2059a96525c364560a806ca035a40c9f379ebca9,luc,16.84
0x5869699c85d5d7be8f0261c0ab6e703120a4af95,bluelizardo.eth,123.08
0x397cec2859d79aee8f08baa3cf23b20b1ef7768a,dflory3,35.14
0xdf34ddc5485a3c0e5c23864afcecf5727b949e22,loveburn,3.35
0xd5b472ffaf39476f83b8975667169ab6f9216dcd,samantha,78.45
0x658ea486ed4e9d6be20e8707935e23ff2d939ba3,khadijaali123,16.75
0xb520930bf5529bdf6d42d76cd6f820145ba3ab6b,petar,34.01
0x95a52074d9c28043c7d890d31f648612b7dd45a0,alexmasmej.eth,61.01
0x581eeeadd14da757ab8ab106eda2b25e9aa7c7d2,samaneh8993,143.22
0x9eab9d856a3a667dc4cd10001d59c679c64756e7,jayme,3.35
0xfecbbfec931a06c0cf7b008cf3c013457f610a22,androidsixteen.eth,63.79
0x486cf96e23ef9a7c341deece9d7c3e4f70af7454,bigtone.eth,35.14
0xe3f3bc22382e0edfdedacb5e4a89a5418432fd07,chicbangs.eth,3.36
0x925afeb19355e289ed1346ede709633ca8788b25,phil,241.80
0x6c965b656c450259a6d4d95a2e68fb4319eecbc0,rohekbenitez.eth,35.14
0x728e5e69d06286bfaf4e2cb1716d98d55c56f65c,saqibktk,85.90
0x3a452ed8d74b80a0fab6c9c5a4e623401a1024a2,thegoldenbright,20.30
0x0e467a0288a439ba2678eb7d3b0b64b01e2bbbfc,kenny,78.12
0xa43821674ff3836bf8d22e25d0243278a6263612,esss,35.14
0x5d25e3ebb10f4debf1d7b76eb94302d2d74c7035,mikedemarais.eth,16.75
0x11849573966d4a16c2196d32e79164087b23e202,alinaya,16.75
0xb9b4e752486299a200e7b59433415223fe389884,sergvask,35.02
0x6cd89ccb31c25eabee32ff9115d670b9cc8f556b,tako,17.26
0x55b97e94b29cd9bf491fe63011cc23dae6392628,robscalera,3.44
0x6be346bcdab1928db7f8b27cd02354f2e6f880dd,madhoosh,35.44
0xf0fda74b4797d2f9e59faf27432017f74dba1286,vannesh,177.07
0x1e5256ad57ecda76651955f6db94d4310987d7db,befe,3.44
0xbe8775738a8c0a23dbd23ea282fedc1c30454f68,martinjoss,16.75
0xc8ae9e626b396c1d8eb02d2980e073e8d3bb9ecb,annagrace,592.56
0x7889b44333de029fe60c7994fbbbb3bb57225b34,browdi.eth,21.39
0x6a46d7a8a5d34aeb166bbbdeb496ff1c14e445ce,kepano,157.89
0x605fe6fbbf2f03c7c810ad8420becf7c49139fcf,andybi,3.71
0x7f30ae8be173bc31cd6c0a6b868bb0d4315435c0,zinger,20.20
0xdaa83039aca9a33b2e54bb2acc9f9c3a99357618,df,6.70
0x717e49e0d8ebcc4b04e870011766136c8e1d2109,matchaxyz,24.18
0x140d3f60ac840571a3e08e218b823094d4715564,koh,16.75
0x4f96e16c10a0bcb004d5b9f5e6198d27dc74c711,lambchop,20.11
0x19008e616714d8df0b69f23db9ad779251923b84,supertaster.eth,17.56
0xcbfc7412b8d545f5b4aedfcf3dc577869daa75c3,kaina,35.14
0xd6507fc98605eab8775f851c25a5e09dc12ab7a7,alexgrover.eth,16.75
0x02e3e4d16ceb291a00f2d66f84e426ec4bc0f9ea,imanparisay,17.67
0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041,niftytime.eth,109.95
0xe8f0d3664cdf3ec67c88fd1b6a58ebd6932b273c,coinbase,67.32
0x938dcc2e5f8025fb4467b2b5fda21e99237fd30e,ramsey,91.26
0x17cd072cbd45031efc21da538c783e0ed3b25dcc,jacob,107.65
0xd039e7e515357271faad5a1760c0c9416c9445c8,abbass.eth,33.51
0x10311e6dfeeb14e4f043dd08894e8421d9f482fb,masoudh,115.34
0x7051d33aadadb8c7f83bc3d7efbb015cef3257df,jestemzero,35.14
0xaea4a0dedb94ba5b2b8ed9477a8a54379c584542,adrienne,40.72
0x8846e72803d0cecaeeac329ec0d566fbefa056f3,civit,35.14
0x93f048beef7b0092628cdcaa25f3645f368eaa99,sface179,34.35
0xb159f3453da87efc0582ef3e6dae8f03482ec85f,nickysap,6.73
0x662d5d79849113a5403af776210307a7c82a5267,carlos,36.95
0x1afcea61042318d6f9ab4cd6801e19960c7c998c,sezar,68.63
0x4683aef58084fc762ea37fa51323898130178247,ddoxyz,201.39
0xe7e7b0f53f15d3452e6ef8698b52e967af110762,xenbh.eth,16.84
0x4a91f2bf3ade1965f979779d78074ab4f6f93795,roadu,17.26
0x0ba02f2ec9d856308827e33d2e3438a2113445d8,sidshekhar,67.42
0xf179ebdee5cc7602ba7d75ead89c583014f5779a,womensmuseum,396.85
0x9a72efab5df2ed99ce47f69e5e30a47c5fae21b5,filippofrancocci,3.36
0xa8f2559f8a690691321ce93a3b29eed6186daba9,wajeking,10.35
0x77350e1152efd5f2d807a6124015c629a907155e,artonymous.eth,6.40
0x869ec00fa1dc112917c781942cc01c68521c415e,corbin.eth,79.84
0x09d36e24cab699ad357b63bf59da51ef9aee2c3e,ellii,3.44
0x47d25240311c444e4534a968c9f0f82d262ae0b4,christopher,23.55
0x28e71485e0b22de934d95fd7089f5fb11f497002,cemhah,3.36
